,Дата,ФО,Регион,Регион название,Регион население,Заражений,Выздоровлений,Смертей,Смертей за день,Заражений за день,Выздоровлений за день,Заражений на 100К населения,"Летальность, %",Регион геоточка
0,12.03.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,798424,0,0,0,0,0,0,0.0,,1
1,12.03.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,984511,0,0,0,0,0,0,0.0,,1
2,12.03.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,162014,0,0,0,0,0,0,0.0,,1
3,12.03.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,1072806,0,0,0,0,0,0,0.0,,1
4,12.03.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,315557,0,0,0,0,0,0,0.0,,1
5,12.03.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,144091,0,0,0,0,0,0,0.0,,1
6,12.03.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,1913037,0,0,0,0,0,0,0.0,,1
7,12.03.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),964330,0,0,0,0,0,0,0.0,,1
8,12.03.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,490181,0,0,0,0,0,0,0.0,,1
9,12.03.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,1328302,0,0,0,0,0,0,0.0,,1
10,12.03.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,4063293,0,0,0,0,0,0,0.0,,1
11,12.03.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,1283238,0,0,0,0,0,0,0.0,,1
12,12.03.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,682333,0,0,0,0,0,0,0.0,,1
13,12.03.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,805056,0,0,0,0,0,0,0.0,,1
14,12.03.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,3234752,1,0,0,0,1,0,0.030914271016758012,0.0,1
15,12.03.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,1977720,0,0,0,0,0,0,0.0,,1
16,12.03.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,1331655,0,0,0,0,0,0,0.0,,1
17,12.03.2020,Приволжский федеральный округ,Пермский край,Пермский край,2623122,0,0,0,0,0,0,0.0,,1
18,12.03.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,3193514,0,0,0,0,0,0,0.0,,1
19,12.03.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,2462950,0,0,0,0,0,0,0.0,,1
20,12.03.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,3894284,0,0,0,0,0,0,0.0,,1
21,12.03.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,1513044,0,0,0,0,0,0,0.0,,1
22,12.03.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,1246618,0,0,0,0,0,0,0.0,,1
23,12.03.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,1231117,0,0,0,0,0,0,0.0,,1
24,12.03.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,1111031,0,0,0,0,0,0,0.0,,1
25,12.03.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,1176689,0,0,0,0,0,0,0.0,,1
26,12.03.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,994599,2,0,0,0,2,0,0.2010860658416105,0.0,1
27,12.03.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,622484,0,0,0,0,0,0,0.0,,1
28,12.03.2020,Северо-Западный федеральный округ,Коми,Республика Коми,840873,0,0,0,0,0,0,0.0,,1
29,12.03.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,1813816,0,0,0,0,0,0,0.0,,1
30,12.03.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,753557,0,0,0,0,0,0,0.0,,1
31,12.03.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,606476,0,0,0,0,0,0,0.0,,1
32,12.03.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,636546,0,0,0,0,0,0,0.0,,1
33,12.03.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,5351935,1,0,0,0,1,0,0.018684830813528192,0.0,1
34,12.03.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,3063885,0,0,0,0,0,0,0.0,,1
35,12.03.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,488043,0,0,0,0,0,0,0.0,,1
36,12.03.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,865828,0,0,0,0,0,0,0.0,,1
37,12.03.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,466305,0,0,0,0,0,0,0.0,,1
38,12.03.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,701765,0,0,0,0,0,0,0.0,,1
39,12.03.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,2800674,0,0,0,0,0,0,0.0,,1
40,12.03.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,1436981,0,0,0,0,0,0,0.0,,1
41,12.03.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,2350080,0,0,0,0,0,0,0.0,,1
42,12.03.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,2404195,0,0,0,0,0,0,0.0,,1
43,12.03.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),2694877,0,0,0,0,0,0,0.0,,1
44,12.03.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,2876497,0,0,0,0,0,0,0.0,,1
45,12.03.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,2788849,0,0,0,0,0,0,0.0,,1
46,12.03.2020,Сибирский федеральный округ,Омская обл.,Омская область,1960081,0,0,0,0,0,0,0.0,,1
47,12.03.2020,Сибирский федеральный округ,Томская обл.,Томская область,1078280,0,0,0,0,0,0,0.0,,1
48,12.03.2020,Сибирский федеральный округ,Тыва,Республика Тыва,321722,0,0,0,0,0,0,0.0,,1
49,12.03.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,537513,0,0,0,0,0,0,0.0,,1
50,12.03.2020,Уральский федеральный округ,Курганская обл.,Курганская область,845537,0,0,0,0,0,0,0.0,,1
51,12.03.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,4325256,0,0,0,0,0,0,0.0,,1
52,12.03.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,1498779,0,0,0,0,0,0,0.0,,1
53,12.03.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,1655074,0,0,0,0,0,0,0.0,,1
54,12.03.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,3493036,0,0,0,0,0,0,0.0,,1
55,12.03.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,538547,0,0,0,0,0,0,0.0,,1
56,12.03.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,1549876,1,0,0,0,1,0,0.0645212907355169,0.0,1
57,12.03.2020,Центральный федеральный округ,Брянская обл.,Брянская область,1210982,0,0,0,0,0,0,0.0,,1
58,12.03.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,1378337,0,0,0,0,0,0,0.0,,1
59,12.03.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,2333768,0,0,0,0,0,0,0.0,,1
60,12.03.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,1014646,0,0,0,0,0,0,0.0,,1
61,12.03.2020,Центральный федеральный округ,Калужская обл.,Калужская область,1012156,0,0,0,0,0,0,0.0,,1
62,12.03.2020,Центральный федеральный округ,Костромская обл.,Костромская область,643324,0,0,0,0,0,0,0.0,,1
63,12.03.2020,Центральный федеральный округ,Курская обл.,Курская область,1115237,0,0,0,0,0,0,0.0,,1
64,12.03.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,1150201,3,0,0,0,3,0,0.26082397772215465,0.0,1
65,12.03.2020,Центральный федеральный округ,Москва,Москва,12506468,21,0,0,0,21,0,0.16791311503775486,0.0,1
66,12.03.2020,Центральный федеральный округ,Московская обл.,Московская область,7503385,4,0,0,0,4,0,0.05330927308141592,0.0,1
67,12.03.2020,Центральный федеральный округ,Орловская обл.,Орловская область,747247,0,0,0,0,0,0,0.0,,1
68,12.03.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,1121474,0,0,0,0,0,0,0.0,,1
69,12.03.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,949348,0,0,0,0,0,0,0.0,,1
70,12.03.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,1033552,0,0,0,0,0,0,0.0,,1
71,12.03.2020,Центральный федеральный округ,Тверская обл.,Тверская область,1283873,0,0,0,0,0,0,0.0,,1
72,12.03.2020,Центральный федеральный округ,Тульская обл.,Тульская область,1491855,0,0,0,0,0,0,0.0,,1
73,12.03.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,1265684,0,0,0,0,0,0,0.0,,1
74,12.03.2020,Южный федеральный округ,Адыгея,Республика Адыгея,453376,0,0,0,0,0,0,0.0,,1
75,12.03.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,1017514,0,0,0,0,0,0,0.0,,1
76,12.03.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,2521276,0,0,0,0,0,0,0.0,,1
77,12.03.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,275413,0,0,0,0,0,0,0.0,,1
78,12.03.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,5603420,1,0,0,0,1,0,0.017846243901046145,0.0,1
79,12.03.2020,Южный федеральный округ,Крым,Республика Крым,1913731,0,0,0,0,0,0,0.0,,1
80,12.03.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,4220452,0,0,0,0,0,0,0.0,,1
81,12.03.2020,Южный федеральный округ,Севастополь,Севастополь,436670,0,0,0,0,0,0,0.0,,1
82,13.03.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,798424,0,0,0,0,0,0,0.0,,1
83,13.03.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,984511,0,0,0,0,0,0,0.0,,1
84,13.03.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,162014,0,0,0,0,0,0,0.0,,1
85,13.03.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,1072806,0,0,0,0,0,0,0.0,,1
86,13.03.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,315557,0,0,0,0,0,0,0.0,,1
87,13.03.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,144091,0,0,0,0,0,0,0.0,,1
88,13.03.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,1913037,0,0,0,0,0,0,0.0,,1
89,13.03.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),964330,0,0,0,0,0,0,0.0,,1
90,13.03.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,490181,0,0,0,0,0,0,0.0,,1
91,13.03.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,1328302,0,0,0,0,0,0,0.0,,1
92,13.03.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,4063293,0,0,0,0,0,0,0.0,,1
93,13.03.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,1283238,0,0,0,0,0,0,0.0,,1
94,13.03.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,682333,0,0,0,0,0,0,0.0,,1
95,13.03.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,805056,0,0,0,0,0,0,0.0,,1
96,13.03.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,3234752,1,0,0,0,0,0,0.030914271016758012,0.0,1
97,13.03.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,1977720,0,0,0,0,0,0,0.0,,1
98,13.03.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,1331655,0,0,0,0,0,0,0.0,,1
99,13.03.2020,Приволжский федеральный округ,Пермский край,Пермский край,2623122,1,0,0,0,1,0,0.038122512029558665,0.0,1
100,13.03.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,3193514,0,0,0,0,0,0,0.0,,1
101,13.03.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,2462950,0,0,0,0,0,0,0.0,,1
102,13.03.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,3894284,0,0,0,0,0,0,0.0,,1
103,13.03.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,1513044,0,0,0,0,0,0,0.0,,1
104,13.03.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,1246618,0,0,0,0,0,0,0.0,,1
105,13.03.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,1231117,0,0,0,0,0,0,0.0,,1
106,13.03.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,1111031,0,0,0,0,0,0,0.0,,1
107,13.03.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,1176689,0,0,0,0,0,0,0.0,,1
108,13.03.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,994599,2,0,0,0,0,0,0.2010860658416105,0.0,1
109,13.03.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,622484,0,0,0,0,0,0,0.0,,1
110,13.03.2020,Северо-Западный федеральный округ,Коми,Республика Коми,840873,0,0,0,0,0,0,0.0,,1
111,13.03.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,1813816,1,0,0,0,1,0,0.055132383880173066,0.0,1
112,13.03.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,753557,0,0,0,0,0,0,0.0,,1
113,13.03.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,606476,0,0,0,0,0,0,0.0,,1
114,13.03.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,636546,0,0,0,0,0,0,0.0,,1
115,13.03.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,5351935,4,0,0,0,3,0,0.07473932325411277,0.0,1
116,13.03.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,3063885,0,0,0,0,0,0,0.0,,1
117,13.03.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,488043,0,0,0,0,0,0,0.0,,1
118,13.03.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,865828,0,0,0,0,0,0,0.0,,1
119,13.03.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,466305,0,0,0,0,0,0,0.0,,1
120,13.03.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,701765,0,0,0,0,0,0,0.0,,1
121,13.03.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,2800674,0,0,0,0,0,0,0.0,,1
122,13.03.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,1436981,0,0,0,0,0,0,0.0,,1
123,13.03.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,2350080,0,0,0,0,0,0,0.0,,1
124,13.03.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,2404195,0,0,0,0,0,0,0.0,,1
125,13.03.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),2694877,0,0,0,0,0,0,0.0,,1
126,13.03.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,2876497,0,0,0,0,0,0,0.0,,1
127,13.03.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,2788849,0,0,0,0,0,0,0.0,,1
128,13.03.2020,Сибирский федеральный округ,Омская обл.,Омская область,1960081,0,0,0,0,0,0,0.0,,1
129,13.03.2020,Сибирский федеральный округ,Томская обл.,Томская область,1078280,0,0,0,0,0,0,0.0,,1
130,13.03.2020,Сибирский федеральный округ,Тыва,Республика Тыва,321722,0,0,0,0,0,0,0.0,,1
131,13.03.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,537513,0,0,0,0,0,0,0.0,,1
132,13.03.2020,Уральский федеральный округ,Курганская обл.,Курганская область,845537,0,0,0,0,0,0,0.0,,1
133,13.03.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,4325256,0,0,0,0,0,0,0.0,,1
134,13.03.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,1498779,0,0,0,0,0,0,0.0,,1
135,13.03.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,1655074,0,0,0,0,0,0,0.0,,1
136,13.03.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,3493036,0,0,0,0,0,0,0.0,,1
137,13.03.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,538547,0,0,0,0,0,0,0.0,,1
138,13.03.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,1549876,1,0,0,0,0,0,0.0645212907355169,0.0,1
139,13.03.2020,Центральный федеральный округ,Брянская обл.,Брянская область,1210982,0,0,0,0,0,0,0.0,,1
140,13.03.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,1378337,0,0,0,0,0,0,0.0,,1
141,13.03.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,2333768,0,0,0,0,0,0,0.0,,1
142,13.03.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,1014646,0,0,0,0,0,0,0.0,,1
143,13.03.2020,Центральный федеральный округ,Калужская обл.,Калужская область,1012156,0,0,0,0,0,0,0.0,,1
144,13.03.2020,Центральный федеральный округ,Костромская обл.,Костромская область,643324,0,0,0,0,0,0,0.0,,1
145,13.03.2020,Центральный федеральный округ,Курская обл.,Курская область,1115237,0,0,0,0,0,0,0.0,,1
146,13.03.2020,Центральный федеральный округ,Липецкая обл.,Липецкая область,1150201,3,0,0,0,0,0,0.26082397772215465,0.0,1
147,13.03.2020,Центральный федеральный округ,Москва,Москва,12506468,26,0,0,0,5,0,0.20789242814198225,0.0,1
148,13.03.2020,Центральный федеральный округ,Московская обл.,Московская область,7503385,5,0,0,0,1,0,0.0666365913517699,0.0,1
149,13.03.2020,Центральный федеральный округ,Орловская обл.,Орловская область,747247,0,0,0,0,0,0,0.0,,1
150,13.03.2020,Центральный федеральный округ,Рязанская обл.,Рязанская область,1121474,0,0,0,0,0,0,0.0,,1
151,13.03.2020,Центральный федеральный округ,Смоленская обл.,Смоленская область,949348,0,0,0,0,0,0,0.0,,1
152,13.03.2020,Центральный федеральный округ,Тамбовская обл.,Тамбовская область,1033552,0,0,0,0,0,0,0.0,,1
153,13.03.2020,Центральный федеральный округ,Тверская обл.,Тверская область,1283873,0,0,0,0,0,0,0.0,,1
154,13.03.2020,Центральный федеральный округ,Тульская обл.,Тульская область,1491855,0,0,0,0,0,0,0.0,,1
155,13.03.2020,Центральный федеральный округ,Ярославская обл.,Ярославская область,1265684,0,0,0,0,0,0,0.0,,1
156,13.03.2020,Южный федеральный округ,Адыгея,Республика Адыгея,453376,0,0,0,0,0,0,0.0,,1
157,13.03.2020,Южный федеральный округ,Астраханская обл.,Астраханская область,1017514,0,0,0,0,0,0,0.0,,1
158,13.03.2020,Южный федеральный округ,Волгоградская обл.,Волгоградская область,2521276,0,0,0,0,0,0,0.0,,1
159,13.03.2020,Южный федеральный округ,Калмыкия,Республика Калмыкия,275413,0,0,0,0,0,0,0.0,,1
160,13.03.2020,Южный федеральный округ,Краснодарский край,Краснодарский край,5603420,1,0,0,0,0,0,0.017846243901046145,0.0,1
161,13.03.2020,Южный федеральный округ,Крым,Республика Крым,1913731,0,0,0,0,0,0,0.0,,1
162,13.03.2020,Южный федеральный округ,Ростовская обл.,Ростовская область,4220452,0,0,0,0,0,0,0.0,,1
163,13.03.2020,Южный федеральный округ,Севастополь,Севастополь,436670,0,0,0,0,0,0,0.0,,1
164,14.03.2020,Дальневосточный федеральный округ,Амурская обл.,Амурская область,798424,0,0,0,0,0,0,0.0,,1
165,14.03.2020,Дальневосточный федеральный округ,Бурятия,Республика Бурятия,984511,0,0,0,0,0,0,0.0,,1
166,14.03.2020,Дальневосточный федеральный округ,Еврейская АО,Еврейская автономная область,162014,0,0,0,0,0,0,0.0,,1
167,14.03.2020,Дальневосточный федеральный округ,Забайкальский край,Забайкальский край,1072806,0,0,0,0,0,0,0.0,,1
168,14.03.2020,Дальневосточный федеральный округ,Камчатский край,Камчатский край,315557,0,0,0,0,0,0,0.0,,1
169,14.03.2020,Дальневосточный федеральный округ,Магаданская обл.,Магаданская область,144091,0,0,0,0,0,0,0.0,,1
170,14.03.2020,Дальневосточный федеральный округ,Приморский край,Приморский край,1913037,0,0,0,0,0,0,0.0,,1
171,14.03.2020,Дальневосточный федеральный округ,Саха (Якутия),Республика Саха (Якутия),964330,0,0,0,0,0,0,0.0,,1
172,14.03.2020,Дальневосточный федеральный округ,Сахалинская обл.,Сахалинская область,490181,0,0,0,0,0,0,0.0,,1
173,14.03.2020,Дальневосточный федеральный округ,Хабаровский край,Хабаровский край,1328302,0,0,0,0,0,0,0.0,,1
174,14.03.2020,Приволжский федеральный округ,Башкортостан,Республика Башкортостан,4063293,0,0,0,0,0,0,0.0,,1
175,14.03.2020,Приволжский федеральный округ,Кировская обл.,Кировская область,1283238,0,0,0,0,0,0,0.0,,1
176,14.03.2020,Приволжский федеральный округ,Марий Эл,Республика Марий Эл,682333,0,0,0,0,0,0,0.0,,1
177,14.03.2020,Приволжский федеральный округ,Мордовия,Республика Мордовия,805056,0,0,0,0,0,0,0.0,,1
178,14.03.2020,Приволжский федеральный округ,Нижегородская обл.,Нижегородская область,3234752,1,0,0,0,0,0,0.030914271016758012,0.0,1
179,14.03.2020,Приволжский федеральный округ,Оренбургская обл.,Оренбургская область,1977720,0,0,0,0,0,0,0.0,,1
180,14.03.2020,Приволжский федеральный округ,Пензенская обл.,Пензенская область,1331655,0,0,0,0,0,0,0.0,,1
181,14.03.2020,Приволжский федеральный округ,Пермский край,Пермский край,2623122,1,0,0,0,0,0,0.038122512029558665,0.0,1
182,14.03.2020,Приволжский федеральный округ,Самарская обл.,Самарская область,3193514,0,0,0,0,0,0,0.0,,1
183,14.03.2020,Приволжский федеральный округ,Саратовская обл.,Саратовская область,2462950,0,0,0,0,0,0,0.0,,1
184,14.03.2020,Приволжский федеральный округ,Татарстан,Республика Татарстан,3894284,0,0,0,0,0,0,0.0,,1
185,14.03.2020,Приволжский федеральный округ,Удмуртия,Удмуртская Республика,1513044,0,0,0,0,0,0,0.0,,1
186,14.03.2020,Приволжский федеральный округ,Ульяновская обл.,Ульяновская область,1246618,0,0,0,0,0,0,0.0,,1
187,14.03.2020,Приволжский федеральный округ,Чувашия,Чувашская Республика,1231117,0,0,0,0,0,0,0.0,,1
188,14.03.2020,Северо-Западный федеральный округ,Архангельская обл.,Архангельская область,1111031,0,0,0,0,0,0,0.0,,1
189,14.03.2020,Северо-Западный федеральный округ,Вологодская обл.,Вологодская область,1176689,0,0,0,0,0,0,0.0,,1
190,14.03.2020,Северо-Западный федеральный округ,Калининградская обл.,Калининградская область,994599,3,0,0,0,1,0,0.3016290987624158,0.0,1
191,14.03.2020,Северо-Западный федеральный округ,Карелия,Республика Карелия,622484,0,0,0,0,0,0,0.0,,1
192,14.03.2020,Северо-Западный федеральный округ,Коми,Республика Коми,840873,0,0,0,0,0,0,0.0,,1
193,14.03.2020,Северо-Западный федеральный округ,Ленинградская обл.,Ленинградская область,1813816,1,0,0,0,0,0,0.055132383880173066,0.0,1
194,14.03.2020,Северо-Западный федеральный округ,Мурманская обл.,Мурманская область,753557,0,0,0,0,0,0,0.0,,1
195,14.03.2020,Северо-Западный федеральный округ,Новгородская обл.,Новгородская область,606476,0,0,0,0,0,0,0.0,,1
196,14.03.2020,Северо-Западный федеральный округ,Псковская обл.,Псковская область,636546,0,0,0,0,0,0,0.0,,1
197,14.03.2020,Северо-Западный федеральный округ,Санкт-Петербург,Санкт-Петербург,5351935,5,0,0,0,1,0,0.09342415406764096,0.0,1
198,14.03.2020,Северо-Кавказский федеральный округ,Дагестан,Республика Дагестан,3063885,0,0,0,0,0,0,0.0,,1
199,14.03.2020,Северо-Кавказский федеральный округ,Ингушетия,Республика Ингушетия,488043,0,0,0,0,0,0,0.0,,1
200,14.03.2020,Северо-Кавказский федеральный округ,Кабардино-Балкария,Кабардино-Балкарская Республика,865828,0,0,0,0,0,0,0.0,,1
201,14.03.2020,Северо-Кавказский федеральный округ,Карачаево-Черкессия,Карачаево-Черкесская Республика,466305,0,0,0,0,0,0,0.0,,1
202,14.03.2020,Северо-Кавказский федеральный округ,Северная Осетия,Республика Северная Осетия — Алания,701765,0,0,0,0,0,0,0.0,,1
203,14.03.2020,Северо-Кавказский федеральный округ,Ставропольский край,Ставропольский край,2800674,0,0,0,0,0,0,0.0,,1
204,14.03.2020,Северо-Кавказский федеральный округ,Чечня,Чеченская Республика,1436981,0,0,0,0,0,0,0.0,,1
205,14.03.2020,Сибирский федеральный округ,Алтайский край,Алтайский край,2350080,0,0,0,0,0,0,0.0,,1
206,14.03.2020,Сибирский федеральный округ,Иркутская обл.,Иркутская область,2404195,0,0,0,0,0,0,0.0,,1
207,14.03.2020,Сибирский федеральный округ,Кемеровская обл.,Кемеровская область (Кузбасс),2694877,2,0,0,0,2,0,0.07421488995601655,0.0,1
208,14.03.2020,Сибирский федеральный округ,Красноярский край,Красноярский край,2876497,0,0,0,0,0,0,0.0,,1
209,14.03.2020,Сибирский федеральный округ,Новосибирская обл.,Новосибирская область,2788849,0,0,0,0,0,0,0.0,,1
210,14.03.2020,Сибирский федеральный округ,Омская обл.,Омская область,1960081,0,0,0,0,0,0,0.0,,1
211,14.03.2020,Сибирский федеральный округ,Томская обл.,Томская область,1078280,0,0,0,0,0,0,0.0,,1
212,14.03.2020,Сибирский федеральный округ,Тыва,Республика Тыва,321722,0,0,0,0,0,0,0.0,,1
213,14.03.2020,Сибирский федеральный округ,Хакасия,Республика Хакасия,537513,0,0,0,0,0,0,0.0,,1
214,14.03.2020,Уральский федеральный округ,Курганская обл.,Курганская область,845537,0,0,0,0,0,0,0.0,,1
215,14.03.2020,Уральский федеральный округ,Свердловская обл.,Свердловская область,4325256,0,0,0,0,0,0,0.0,,1
216,14.03.2020,Уральский федеральный округ,Тюменская обл.,Тюменская область,1498779,0,0,0,0,0,0,0.0,,1
217,14.03.2020,Уральский федеральный округ,ХМАО – Югра,Ханты-Мансийский автономный округ - Югра,1655074,0,0,0,0,0,0,0.0,,1
218,14.03.2020,Уральский федеральный округ,Челябинская обл.,Челябинская область,3493036,0,0,0,0,0,0,0.0,,1
219,14.03.2020,Уральский федеральный округ,Ямало-Ненецкий АО,Ямало-Ненецкий автономный округ,538547,0,0,0,0,0,0,0.0,,1
220,14.03.2020,Центральный федеральный округ,Белгородская обл.,Белгородская область,1549876,1,0,0,0,0,0,0.0645212907355169,0.0,1
221,14.03.2020,Центральный федеральный округ,Брянская обл.,Брянская область,1210982,0,0,0,0,0,0,0.0,,1
222,14.03.2020,Центральный федеральный округ,Владимирская обл.,Владимирская область,1378337,0,0,0,0,0,0,0.0,,1
223,14.03.2020,Центральный федеральный округ,Воронежская обл.,Воронежская область,2333768,0,0,0,0,0,0,0.0,,1
224,14.03.2020,Центральный федеральный округ,Ивановская обл.,Ивановская область,1014646,0,0,0,0,0,0,0.0,,1
225,14.03.2020,Центральный федеральный округ,Калужская обл.,Калужская область,1012156,0,0,0,0,0,0,0.0,,1
226,14.03.2020,Центральный федеральный округ,Костромская обл.,Костромская область,643324,0,0,0,0,0,0,0.0,,1
